geslacht_src,lft_src,etngrp_src,oplniv_src,com_src,geslacht_dst,lft_dst,etngrp_dst,oplniv_dst,com_dst,n
Man,"[40,50)",Turks,1,0,Man,"[60,70)",Autochtoon,1,0,7500
Man,"[40,50)",Turks,1,0,Man,"[60,70)",Autochtoon,2,0,2700
Man,"[40,50)",Turks,1,0,Man,"[60,70)",Autochtoon,3,0,1400
Man,"[40,50)",Turks,1,0,Man,"[60,70)",Turks,1,0,400
Man,"[40,50)",Turks,1,0,Vrouw,"[40,50)",Turks,1,0,2100
Man,"[40,50)",Turks,1,0,Vrouw,"[40,50)",Turks,2,0,900
Man,"[40,50)",Turks,1,0,Vrouw,"[40,50)",Turks,3,0,100
Man,"[40,50)",Turks,1,0,Man,"[0,20)",Turks,1,0,600
Man,"[40,50)",Turks,1,0,Man,"[0,20)",Turks,2,0,100
Man,"[40,50)",Turks,1,0,Vrouw,"[30,40)",Surinaams,1,0,200
Man,"[40,50)",Turks,1,0,Vrouw,"[30,40)",Surinaams,2,0,1100
Man,"[40,50)",Turks,1,0,Vrouw,"[30,40)",Surinaams,3,0,200
Man,"[40,50)",Turks,1,0,Vrouw,"[60,70)",Marokkaans,1,0,100
Man,"[40,50)",Turks,1,0,Man,"[40,50)",Turks,1,0,2600
Man,"[40,50)",Turks,1,0,Man,"[40,50)",Turks,2,0,3800
Man,"[40,50)",Turks,1,0,Man,"[40,50)",Turks,3,0,600
Man,"[40,50)",Turks,1,0,Vrouw,"[0,20)",Turks,1,0,300
Man,"[40,50)",Turks,1,0,Vrouw,"[0,20)",Turks,2,0,200
Man,"[40,50)",Turks,1,0,Vrouw,"[0,20)",Surinaams,1,0,100
Man,"[40,50)",Turks,1,0,Man,"[50,60)",Surinaams,1,0,10600
Man,"[40,50)",Turks,1,0,Man,"[50,60)",Surinaams,2,0,1900
Man,"[40,50)",Turks,1,0,Man,"[50,60)",Surinaams,3,0,300
Man,"[40,50)",Turks,1,0,Man,"[30,40)",Surinaams,1,0,1200
Man,"[40,50)",Turks,1,0,Man,"[30,40)",Surinaams,2,0,2100
Man,"[40,50)",Turks,1,0,Man,"[30,40)",Surinaams,3,0,200
Man,"[40,50)",Turks,1,0,Vrouw,"[50,60)",Turks,1,0,700
Man,"[40,50)",Turks,1,0,Vrouw,"[50,60)",Turks,2,0,200
Man,"[40,50)",Turks,1,0,Man,"[40,50)",Surinaams,1,0,1500
Man,"[40,50)",Turks,1,0,Man,"[40,50)",Surinaams,2,0,1300
Man,"[40,50)",Turks,1,0,Vrouw,"[30,40)",Marokkaans,1,0,600
Man,"[40,50)",Turks,1,0,Vrouw,"[30,40)",Marokkaans,2,0,1600
Man,"[40,50)",Turks,1,0,Vrouw,"[30,40)",Marokkaans,3,0,1200
Man,"[40,50)",Turks,1,0,Vrouw,"[60,70)",Surinaams,1,0,1900
Man,"[40,50)",Turks,1,0,Vrouw,"[60,70)",Surinaams,2,0,300
Man,"[40,50)",Turks,1,0,Man,"[30,40)",Turks,1,0,1200
Man,"[40,50)",Turks,1,0,Man,"[30,40)",Turks,2,0,12400
Man,"[40,50)",Turks,1,0,Man,"[30,40)",Turks,3,0,600
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Overig,1,0,400
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Overig,2,0,1700
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Overig,3,0,2400
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Autochtoon,1,0,7100
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Autochtoon,2,0,11000
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Autochtoon,3,0,6200
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Autochtoon,1,0,500
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Autochtoon,2,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Autochtoon,1,0,400
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Autochtoon,2,0,2400
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Autochtoon,3,0,5400
Man,"[40,50)",Turks,2,0,Vrouw,"[0,20)",Autochtoon,1,0,300
Man,"[40,50)",Turks,2,0,Vrouw,"[0,20)",Autochtoon,2,0,100
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Autochtoon,1,0,800
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Autochtoon,2,0,4200
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Autochtoon,3,0,5600
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Overig,1,0,1500
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Overig,2,0,3000
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Overig,3,0,5100
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Autochtoon,1,0,1200
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Autochtoon,2,0,5600
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Autochtoon,3,0,6800
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Marokkaans,1,0,1100
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Marokkaans,2,0,6400
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Marokkaans,3,0,1300
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Autochtoon,1,0,1800
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Autochtoon,2,0,4500
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Autochtoon,3,0,7300
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Turks,1,0,600
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Turks,2,0,3600
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Turks,3,0,2100
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Overig,1,0,400
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Overig,2,0,1800
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Overig,3,0,4500
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Overig,1,0,400
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Overig,2,0,1100
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Overig,3,0,4200
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Marokkaans,1,0,700
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Marokkaans,2,0,300
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Overig,1,0,2000
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Overig,2,0,4500
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Overig,3,0,2600
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Overig,1,0,10000
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Overig,2,0,4600
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Overig,3,0,2300
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Surinaams,1,0,300
Man,"[40,50)",Turks,2,0,Vrouw,"[0,20)",Overig,1,0,300
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Autochtoon,1,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Autochtoon,2,0,1200
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Autochtoon,3,0,7200
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Overig,1,0,500
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Overig,2,0,100
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Marokkaans,1,0,200
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Overig,1,0,1400
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Overig,2,0,2500
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Overig,3,0,1500
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Surinaams,1,0,600
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Surinaams,2,0,2200
Man,"[40,50)",Turks,2,0,Man,"[20,30)",Surinaams,3,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[0,20)",Marokkaans,1,0,800
Man,"[40,50)",Turks,2,0,Vrouw,"[0,20)",Marokkaans,2,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Surinaams,1,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Surinaams,2,0,1500
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Surinaams,3,0,400
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Surinaams,1,0,2900
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Surinaams,2,0,1600
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Surinaams,3,0,300
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Marokkaans,1,0,5600
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Marokkaans,2,0,10900
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Marokkaans,3,0,1200
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Turks,1,0,1600
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Turks,2,0,900
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Turks,3,0,700
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Marokkaans,1,0,300
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Marokkaans,1,0,2400
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Marokkaans,2,0,5900
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Marokkaans,3,0,1900
Man,"[40,50)",Turks,2,0,Vrouw,"[60,70)",Overig,1,0,400
Man,"[40,50)",Turks,2,0,Vrouw,"[60,70)",Overig,2,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[60,70)",Overig,3,0,800
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Surinaams,2,0,1100
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Surinaams,3,0,700
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Overig,1,0,7600
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Overig,2,0,3000
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Overig,3,0,10900
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Surinaams,1,0,2100
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Surinaams,2,0,800
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Surinaams,3,0,500
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Autochtoon,1,0,1100
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Autochtoon,2,0,4200
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Autochtoon,3,0,6700
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Turks,1,0,1900
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Turks,2,0,2200
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Turks,3,0,100
Man,"[40,50)",Turks,2,0,Vrouw,"[60,70)",Autochtoon,1,0,1900
Man,"[40,50)",Turks,2,0,Vrouw,"[60,70)",Autochtoon,2,0,600
Man,"[40,50)",Turks,2,0,Vrouw,"[60,70)",Autochtoon,3,0,700
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Autochtoon,1,0,1100
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Autochtoon,2,0,5400
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Autochtoon,3,0,4400
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Turks,2,0,2900
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Turks,3,0,1000
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Overig,1,0,1200
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Overig,2,0,2600
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Overig,3,0,2800
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Marokkaans,1,0,500
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Marokkaans,2,0,1400
Man,"[40,50)",Turks,2,0,Vrouw,"[20,30)",Marokkaans,3,0,800
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Marokkaans,1,0,5200
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Marokkaans,2,0,9300
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Marokkaans,3,0,1100
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Marokkaans,1,0,600
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Marokkaans,2,0,500
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Marokkaans,3,0,300
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Autochtoon,1,0,9000
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Autochtoon,2,0,26200
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Autochtoon,3,0,2800
Man,"[40,50)",Turks,2,0,Man,"[60,70)",Turks,1,0,100
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Turks,1,0,2000
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Turks,2,0,1800
Man,"[40,50)",Turks,2,0,Vrouw,"[40,50)",Turks,3,0,600
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Turks,1,0,700
Man,"[40,50)",Turks,2,0,Man,"[0,20)",Turks,2,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Surinaams,1,0,300
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Surinaams,2,0,900
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Surinaams,3,0,900
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Turks,1,0,3500
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Turks,2,0,2400
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Turks,3,0,700
Man,"[40,50)",Turks,2,0,Vrouw,"[0,20)",Turks,1,0,400
Man,"[40,50)",Turks,2,0,Vrouw,"[0,20)",Turks,2,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[0,20)",Surinaams,1,0,200
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Surinaams,1,0,1200
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Surinaams,2,0,1900
Man,"[40,50)",Turks,2,0,Man,"[50,60)",Surinaams,3,0,600
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Surinaams,1,0,1200
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Surinaams,2,0,3000
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Surinaams,3,0,500
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Turks,1,0,300
Man,"[40,50)",Turks,2,0,Vrouw,"[50,60)",Turks,3,0,200
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Surinaams,1,0,1500
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Surinaams,2,0,1500
Man,"[40,50)",Turks,2,0,Man,"[40,50)",Surinaams,3,0,400
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Marokkaans,1,0,600
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Marokkaans,2,0,1500
Man,"[40,50)",Turks,2,0,Vrouw,"[30,40)",Marokkaans,3,0,1400
Man,"[40,50)",Turks,2,0,Vrouw,"[60,70)",Surinaams,1,0,200
Man,"[40,50)",Turks,2,0,Vrouw,"[60,70)",Surinaams,3,0,100
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Turks,1,0,1000
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Turks,2,0,3600
Man,"[40,50)",Turks,2,0,Man,"[30,40)",Turks,3,0,1100
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Overig,1,0,1100
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Overig,2,0,7300
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Overig,3,0,6300
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Autochtoon,1,0,800
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Autochtoon,2,0,2100
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Autochtoon,3,0,3600
Man,"[40,50)",Turks,3,0,Man,"[0,20)",Autochtoon,1,0,100
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Autochtoon,2,0,7800
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Autochtoon,3,0,10000
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Autochtoon,1,0,1000
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Autochtoon,2,0,5800
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Autochtoon,3,0,7200
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Overig,1,0,600
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Overig,2,0,1500
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Overig,3,0,3200
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Autochtoon,1,0,800
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Autochtoon,2,0,1500
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Autochtoon,3,0,5300
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Marokkaans,1,0,100
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Marokkaans,2,0,1400
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Marokkaans,3,0,400
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Autochtoon,1,0,300
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Autochtoon,2,0,3100
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Autochtoon,3,0,5200
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Turks,1,0,400
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Turks,2,0,3300
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Turks,3,0,200
Man,"[40,50)",Turks,3,0,Man,"[60,70)",Overig,2,0,1600
Man,"[40,50)",Turks,3,0,Man,"[60,70)",Overig,3,0,900
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Overig,1,0,300
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Overig,2,0,900
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Overig,3,0,3300
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Overig,1,0,500
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Overig,2,0,700
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Overig,3,0,1400
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Overig,1,0,400
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Overig,2,0,2200
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Overig,3,0,2000
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Autochtoon,1,0,100
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Autochtoon,2,0,2700
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Autochtoon,3,0,7700
Man,"[40,50)",Turks,3,0,Man,"[0,20)",Overig,1,0,200
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Overig,1,0,100
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Overig,2,0,6800
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Overig,3,0,3100
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Surinaams,2,0,1200
Man,"[40,50)",Turks,3,0,Man,"[20,30)",Surinaams,3,0,200
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Surinaams,1,0,100
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Surinaams,2,0,800
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Surinaams,3,0,400
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Surinaams,1,0,500
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Surinaams,2,0,1800
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Surinaams,3,0,1200
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Marokkaans,1,0,700
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Marokkaans,2,0,500
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Marokkaans,3,0,300
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Turks,2,0,400
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Turks,3,0,900
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Marokkaans,1,0,200
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Marokkaans,2,0,900
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Marokkaans,3,0,700
Man,"[40,50)",Turks,3,0,Vrouw,"[60,70)",Overig,2,0,300
Man,"[40,50)",Turks,3,0,Vrouw,"[60,70)",Overig,3,0,600
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Surinaams,2,0,2900
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Surinaams,3,0,2200
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Overig,1,0,1000
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Overig,2,0,500
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Overig,3,0,1400
Man,"[40,50)",Turks,3,0,Man,"[60,70)",Surinaams,2,0,300
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Autochtoon,1,0,600
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Autochtoon,2,0,3100
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Autochtoon,3,0,6200
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Turks,1,0,500
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Turks,2,0,800
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Turks,3,0,100
Man,"[40,50)",Turks,3,0,Vrouw,"[60,70)",Autochtoon,2,0,700
Man,"[40,50)",Turks,3,0,Vrouw,"[60,70)",Autochtoon,3,0,1300
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Autochtoon,1,0,300
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Autochtoon,2,0,1300
Man,"[40,50)",Turks,3,0,Vrouw,"[50,60)",Autochtoon,3,0,4900
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Turks,2,0,600
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Turks,3,0,600
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Overig,1,0,500
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Overig,2,0,700
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Overig,3,0,1500
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Marokkaans,2,0,1300
Man,"[40,50)",Turks,3,0,Vrouw,"[20,30)",Marokkaans,3,0,900
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Marokkaans,1,0,700
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Marokkaans,2,0,300
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Marokkaans,3,0,100
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Marokkaans,2,0,200
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Marokkaans,3,0,600
Man,"[40,50)",Turks,3,0,Man,"[60,70)",Autochtoon,2,0,500
Man,"[40,50)",Turks,3,0,Man,"[60,70)",Autochtoon,3,0,1500
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Turks,1,0,200
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Turks,2,0,2900
Man,"[40,50)",Turks,3,0,Vrouw,"[40,50)",Turks,3,0,400
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Surinaams,2,0,800
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Surinaams,3,0,800
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Turks,1,0,1400
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Turks,2,0,700
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Turks,3,0,700
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Surinaams,1,0,200
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Surinaams,2,0,300
Man,"[40,50)",Turks,3,0,Man,"[50,60)",Surinaams,3,0,200
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Surinaams,1,0,1000
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Surinaams,2,0,1000
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Surinaams,3,0,400
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Surinaams,1,0,200
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Surinaams,2,0,200
Man,"[40,50)",Turks,3,0,Man,"[40,50)",Surinaams,3,0,200
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Marokkaans,2,0,1100
Man,"[40,50)",Turks,3,0,Vrouw,"[30,40)",Marokkaans,3,0,1400
Man,"[40,50)",Turks,3,0,Vrouw,"[60,70)",Surinaams,2,0,200
Man,"[40,50)",Turks,3,0,Vrouw,"[60,70)",Surinaams,3,0,100
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Turks,1,0,600
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Turks,2,0,2800
Man,"[40,50)",Turks,3,0,Man,"[30,40)",Turks,3,0,49100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Overig,1,0,9700
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Overig,2,0,24200
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Overig,3,0,1700
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Autochtoon,1,0,500
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Autochtoon,2,0,2200
Vrouw,"[0,20)",Turks,1,0,Man,"[50,60)",Autochtoon,3,0,1100
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Autochtoon,1,0,195600
Vrouw,"[0,20)",Turks,1,0,Man,"[0,20)",Autochtoon,2,0,2500
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Autochtoon,1,0,3400
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Autochtoon,2,0,9500
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[20,30)",Autochtoon,3,0,7400
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Autochtoon,1,0,196500
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[0,20)",Autochtoon,2,0,4600
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Autochtoon,1,0,1400
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Autochtoon,2,0,6200
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Autochtoon,3,0,3500
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Overig,1,0,1500
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Overig,2,0,1000
Vrouw,"[0,20)",Turks,1,0,Man,"[30,40)",Overig,3,0,22900
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Autochtoon,1,0,2200
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Autochtoon,2,0,2100
Vrouw,"[0,20)",Turks,1,0,Vrouw,"[40,50)",Autochtoon,3,0,2400
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Marokkaans,1,0,2900
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Marokkaans,2,0,8000
Vrouw,"[0,20)",Turks,1,0,Man,"[20,30)",Marokkaans,3,0,700
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Autochtoon,1,0,300
Vrouw,"[0,20)",Turks,1,0,Man,"[40,50)",Autochtoon,2,0,2000
